"STATISTIC","Statistic Label","TLIST(A1)","Year","C03788V04538","County","C02665V03225","NACE Rev 2 Economic Sector","UNIT","VALUE"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","O","Public administration and defence; compulsory social security (O)","Euro","46455"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","P","Education (P)","Euro","53464"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Q","Human health and social work activities (Q)","Euro","39501"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Y0900","Industry (B to E)","Euro","43607"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Y3500","Financial, insurance and real estate activities (K,L)","Euro","39314"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","19586"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","-","All NACE economic sectors","Euro","37851"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","F","Construction (F)","Euro","39056"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","27514"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","H","Transportation and storage (H)","Euro","36527"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","I","Accommodation and food service activities (I)","Euro","20800"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","J","Information and communication (J)","Euro","47848"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","M","Professional, scientific and technical activities (M)","Euro","35913"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","N","Administrative and support service activities (N)","Euro","30189"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","O","Public administration and defence; compulsory social security (O)","Euro","46274"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","P","Education (P)","Euro","49149"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Q","Human health and social work activities (Q)","Euro","35845"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Y0900","Industry (B to E)","Euro","42073"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Y3500","Financial, insurance and real estate activities (K,L)","Euro","44170"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","25907"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","-","All NACE economic sectors","Euro","39103"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","F","Construction (F)","Euro","39067"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","27466"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","H","Transportation and storage (H)","Euro","35888"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","I","Accommodation and food service activities (I)","Euro","20800"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","J","Information and communication (J)","Euro","43552"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","M","Professional, scientific and technical activities (M)","Euro","38494"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","N","Administrative and support service activities (N)","Euro","26430"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","O","Public administration and defence; compulsory social security (O)","Euro","48129"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","P","Education (P)","Euro","49615"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Q","Human health and social work activities (Q)","Euro","37579"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Y0900","Industry (B to E)","Euro","48362"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Y3500","Financial, insurance and real estate activities (K,L)","Euro","41512"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","26038"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","-","All NACE economic sectors","Euro","42191"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","F","Construction (F)","Euro","42617"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","32283"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","H","Transportation and storage (H)","Euro","44068"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","I","Accommodation and food service activities (I)","Euro","24843"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","J","Information and communication (J)","Euro","72072"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","M","Professional, scientific and technical activities (M)","Euro","47841"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","N","Administrative and support service activities (N)","Euro","34548"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","O","Public administration and defence; compulsory social security (O)","Euro","52325"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","P","Education (P)","Euro","47171"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Q","Human health and social work activities (Q)","Euro","36871"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Y0900","Industry (B to E)","Euro","46344"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Y3500","Financial, insurance and real estate activities (K,L)","Euro","56704"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","29085"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","-","All NACE economic sectors","Euro","39567"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","F","Construction (F)","Euro","41035"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","30709"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","H","Transportation and storage (H)","Euro","37080"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","I","Accommodation and food service activities (I)","Euro","21429"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","J","Information and communication (J)","Euro","59879"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","M","Professional, scientific and technical activities (M)","Euro","40500"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","N","Administrative and support service activities (N)","Euro","31080"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","O","Public administration and defence; compulsory social security (O)","Euro","46627"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","P","Education (P)","Euro","49185"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Q","Human health and social work activities (Q)","Euro","39454"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Y0900","Industry (B to E)","Euro","40450"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Y3500","Financial, insurance and real estate activities (K,L)","Euro","42619"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144c-13a3-e055-000000000001","Co. Westmeath","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","27757"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","-","All NACE economic sectors","Euro","36536"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","F","Construction (F)","Euro","38506"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","27763"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","H","Transportation and storage (H)","Euro","36967"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","I","Accommodation and food service activities (I)","Euro","23134"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","J","Information and communication (J)","Euro","49147"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","M","Professional, scientific and technical activities (M)","Euro","34916"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","N","Administrative and support service activities (N)","Euro","30000"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","O","Public administration and defence; compulsory social security (O)","Euro","47229"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","P","Education (P)","Euro","47464"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Q","Human health and social work activities (Q)","Euro","34478"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Y0900","Industry (B to E)","Euro","38995"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Y3500","Financial, insurance and real estate activities (K,L)","Euro","43180"
"DEA08C02","Median Annual Earnings","2021","2021","2ae19629-144d-13a3-e055-000000000001","Co. Wexford","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","26000"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","-","All NACE economic sectors","Euro","41222"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","F","Construction (F)","Euro","41760"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","30476"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","H","Transportation and storage (H)","Euro","39972"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","I","Accommodation and food service activities (I)","Euro","23795"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","J","Information and communication (J)","Euro","66082"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","M","Professional, scientific and technical activities (M)","Euro","45394"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","N","Administrative and support service activities (N)","Euro","32618"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","O","Public administration and defence; compulsory social security (O)","Euro","49507"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","P","Education (P)","Euro","48791"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","Q","Human health and social work activities (Q)","Euro","38517"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","Y0900","Industry (B to E)","Euro","45804"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","Y3500","Financial, insurance and real estate activities (K,L)","Euro","52350"
"DEA08C02","Median Annual Earnings","2021","2021","IE0","Ireland","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","28568"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","-","All NACE economic sectors","Euro","40654"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","F","Construction (F)","Euro","39000"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","28613"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","H","Transportation and storage (H)","Euro","43079"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","I","Accommodation and food service activities (I)","Euro","24571"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","J","Information and communication (J)","Euro","56145"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","M","Professional, scientific and technical activities (M)","Euro","42181"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","N","Administrative and support service activities (N)","Euro","35328"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","O","Public administration and defence; compulsory social security (O)","Euro","49127"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","P","Education (P)","Euro","55371"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Q","Human health and social work activities (Q)","Euro","37544"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Y0900","Industry (B to E)","Euro","47562"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Y3500","Financial, insurance and real estate activities (K,L)","Euro","44087"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1450-13a3-e055-000000000001","Co. Clare","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","23457"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","-","All NACE economic sectors","Euro","42763"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","F","Construction (F)","Euro","41301"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","32926"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","H","Transportation and storage (H)","Euro","40518"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","I","Accommodation and food service activities (I)","Euro","22722"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","J","Information and communication (J)","Euro","61494"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","M","Professional, scientific and technical activities (M)","Euro","46808"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","N","Administrative and support service activities (N)","Euro","34724"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","O","Public administration and defence; compulsory social security (O)","Euro","52242"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","P","Education (P)","Euro","50825"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Q","Human health and social work activities (Q)","Euro","39329"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Y0900","Industry (B to E)","Euro","58247"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Y3500","Financial, insurance and real estate activities (K,L)","Euro","47860"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1451-13a3-e055-000000000001","Co. Cork","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","23349"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","-","All NACE economic sectors","Euro","37224"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","F","Construction (F)","Euro","39347"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","26747"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","H","Transportation and storage (H)","Euro","34611"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","I","Accommodation and food service activities (I)","Euro","20966"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","J","Information and communication (J)","Euro","58095"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","M","Professional, scientific and technical activities (M)","Euro","36463"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","N","Administrative and support service activities (N)","Euro","32000"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","O","Public administration and defence; compulsory social security (O)","Euro","50029"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","P","Education (P)","Euro","53325"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Q","Human health and social work activities (Q)","Euro","38983"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Y0900","Industry (B to E)","Euro","38339"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Y3500","Financial, insurance and real estate activities (K,L)","Euro","46777"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1448-13a3-e055-000000000001","Co. Cavan","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","20733"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","-","All NACE economic sectors","Euro","37802"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","F","Construction (F)","Euro","40265"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","28113"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","H","Transportation and storage (H)","Euro","36420"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","I","Accommodation and food service activities (I)","Euro","21286"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","J","Information and communication (J)","Euro","58926"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","M","Professional, scientific and technical activities (M)","Euro","40299"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","N","Administrative and support service activities (N)","Euro","34814"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","O","Public administration and defence; compulsory social security (O)","Euro","51375"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","P","Education (P)","Euro","51180"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Q","Human health and social work activities (Q)","Euro","35846"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Y0900","Industry (B to E)","Euro","39682"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Y3500","Financial, insurance and real estate activities (K,L)","Euro","45436"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-143d-13a3-e055-000000000001","Co. Carlow","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","24223"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","-","All NACE economic sectors","Euro","33523"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","F","Construction (F)","Euro","31460"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","23218"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","H","Transportation and storage (H)","Euro","29407"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","I","Accommodation and food service activities (I)","Euro","19782"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","J","Information and communication (J)","Euro","43208"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","M","Professional, scientific and technical activities (M)","Euro","33613"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","N","Administrative and support service activities (N)","Euro","25959"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","O","Public administration and defence; compulsory social security (O)","Euro","48309"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","P","Education (P)","Euro","53337"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Q","Human health and social work activities (Q)","Euro","37874"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Y0900","Industry (B to E)","Euro","33080"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Y3500","Financial, insurance and real estate activities (K,L)","Euro","36988"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1452-13a3-e055-000000000001","Co. Donegal","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","18574"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","-","All NACE economic sectors","Euro","46136"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","F","Construction (F)","Euro","44516"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","33400"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","H","Transportation and storage (H)","Euro","45522"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","I","Accommodation and food service activities (I)","Euro","27197"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","J","Information and communication (J)","Euro","82103"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","M","Professional, scientific and technical activities (M)","Euro","52660"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","N","Administrative and support service activities (N)","Euro","36835"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","O","Public administration and defence; compulsory social security (O)","Euro","54878"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","P","Education (P)","Euro","48712"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Q","Human health and social work activities (Q)","Euro","42858"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Y0900","Industry (B to E)","Euro","54191"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Y3500","Financial, insurance and real estate activities (K,L)","Euro","65000"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-144f-13a3-e055-000000000001","Co. Dublin","Y7400","Arts, entertainment, recreation and other service activities (R,S)","Euro","30160"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1453-13a3-e055-000000000001","Co. Galway","-","All NACE economic sectors","Euro","40973"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1453-13a3-e055-000000000001","Co. Galway","F","Construction (F)","Euro","39942"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1453-13a3-e055-000000000001","Co. Galway","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro","31713"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1453-13a3-e055-000000000001","Co. Galway","H","Transportation and storage (H)","Euro","36796"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1453-13a3-e055-000000000001","Co. Galway","I","Accommodation and food service activities (I)","Euro","25528"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1453-13a3-e055-000000000001","Co. Galway","J","Information and communication (J)","Euro","60233"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1453-13a3-e055-000000000001","Co. Galway","M","Professional, scientific and technical activities (M)","Euro","43306"
"DEA08C02","Median Annual Earnings","2022","2022","2ae19629-1453-13a3-e055-000000000001","Co. Galway","N","Administrative and support service activities (N)","Euro","32339"
